,0
2,0.09474313218114346
4,0.0918831904146967
17,0.07956080198812171
3,0.07638903988875843
13,0.07141660342742942
7,0.06585672022570077
19,0.05632729607452633
6,0.05568294286830087
18,0.052918407031518594
14,0.04815273009892952
0,0.04594521913746878
10,0.04279024543126818
1,0.03810521281580694
16,0.030939546660977847
11,0.02900543419185852
8,0.028319956887217806
12,0.02764919987169536
9,0.02326016721433809
5,0.02064112830047299
15,0.020413025289769605
